Calibration,1,18h2m53s," "," "
"Time, s",Light,Threshold,,
0.506,829,830,,
1.011,814,822,,
1.515,768,799,,
2.017,763,797,,
2.519,763,797,,
3.021,797,814,,
3.522,762,796,,
4.024,768,799,,
4.526,776,803,,
5.027,769,800,,
Set 0,18h3m8s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,4.071,,,
2,0.421,,,
3,0.421,,,
