Calibration,1,16h38m4s," "," "
"Time, s",Light,Threshold,,
0.352,445,444,,
0.857,446,445,,
1.362,444,444,,
1.864,447,445,,
2.378,447,445,,
2.878,477,460,,
3.388,492,468,,
3.895,457,450,,
4.408,510,477,,
4.912,541,492,,
5.412,567,505,,
5.928,570,507,,
6.428,570,507,,
6.93,571,507,,
7.444,570,507,,
7.944,568,506,,
8.45,562,503,,
8.953,571,507,,
9.461,571,507,,
9.965,569,506,,
10.469,570,507,,
10.976,571,507,,
11.48,572,508,,
11.992,573,508,,
12.494,573,508,,
13.0,572,508,,
13.505,572,508,,
14.011,572,508,,
14.515,572,508,,
15.028,573,508,,
15.54,574,509,,
16.046,576,510,,
16.554,575,509,,
17.059,575,509,,
17.559,575,509,,
18.059,574,509,,
18.56,574,509,,
19.079,575,509,,
19.601,572,508,,
20.102,571,507,,
20.605,575,509,,
21.109,575,509,,
21.616,575,509,,
22.121,574,509,,
22.627,574,509,,
23.128,573,508,,
23.635,575,509,,
24.14,576,510,,
24.646,576,510,,
25.147,575,509,,
25.647,575,509,,
26.154,575,509,,
26.657,575,509,,
27.159,574,509,,
27.659,574,509,,
28.177,574,509,,
28.682,577,510,,
29.201,578,511,,
29.702,577,510,,
30.218,576,510,,
30.718,580,512,,
31.234,581,512,,
31.743,581,512,,
32.247,581,512,,
32.752,582,513,,
33.258,582,513,,
33.766,582,513,,
34.27,581,512,,
34.778,582,513,,
35.278,582,513,,
35.779,582,513,,
36.282,581,512,,
36.787,582,513,,
37.293,581,512,,
37.797,581,512,,
38.305,581,512,,
38.812,581,512,,
39.322,582,513,,
39.828,582,513,,
40.344,582,513,,
40.859,582,513,,
41.359,583,513,,
41.859,582,513,,
42.364,582,513,,
42.874,582,513,,
43.378,582,513,,
43.883,582,513,,
44.387,582,513,,
44.893,582,513,,
45.401,582,513,,
45.905,582,513,,
46.408,582,513,,
46.909,581,512,,
47.424,582,513,,
47.933,582,513,,
48.439,582,513,,
48.947,582,513,,
49.45,581,512,,
49.956,581,512,,
50.476,581,512,,
50.983,579,511,,
51.49,578,511,,
51.996,575,509,,
52.497,572,508,,
52.997,567,505,,
53.512,560,502,,
54.012,554,499,,
54.514,549,496,,
55.015,543,493,,
55.517,536,490,,
56.017,530,487,,
56.517,521,482,,
57.023,507,475,,
57.527,492,468,,
58.03,469,456,,
58.536,441,442,,
59.042,418,431,,
59.552,402,423,,
60.058,386,415,,
60.562,379,411,,
61.062,374,409,,
61.563,373,408,,
62.064,370,407,,
62.565,369,406,,
63.065,367,405,,
63.566,365,404,,
64.069,366,405,,
64.572,366,405,,
65.08,365,404,,
65.581,366,405,,
66.091,365,404,,
66.599,365,404,,
67.111,365,404,,
67.616,365,404,,
68.123,366,405,,
68.631,366,405,,
69.139,366,405,,
69.644,367,405,,
70.15,366,405,,
70.66,366,405,,
71.163,368,406,,
71.67,367,405,,
72.174,367,405,,
72.681,367,405,,
73.191,368,406,,
73.699,367,405,,
74.205,366,405,,
74.712,368,406,,
75.228,368,406,,
75.732,367,405,,
76.244,368,406,,
76.746,368,406,,
77.249,369,406,,
77.749,368,406,,
78.251,368,406,,
78.756,369,406,,
79.262,368,406,,
79.766,368,406,,
80.272,368,406,,
80.781,368,406,,
81.285,368,406,,
81.793,367,405,,
82.294,367,405,,
82.809,367,405,,
83.309,368,406,,
83.813,368,406,,
84.314,368,406,,
84.823,368,406,,
85.327,369,406,,
85.833,366,405,,
86.343,367,405,,
86.849,367,405,,
87.359,367,405,,
87.859,368,406,,
88.362,367,405,,
88.863,367,405,,
89.37,367,405,,
89.876,367,405,,
90.381,367,405,,
90.889,367,405,,
91.396,367,405,,
91.905,367,405,,
92.409,368,406,,
92.914,367,405,,
93.42,367,405,,
93.924,367,405,,
94.437,367,405,,
94.944,366,405,,
95.457,367,405,,
95.963,367,405,,
96.469,368,406,,
96.977,368,406,,
97.485,362,403,,
97.987,362,403,,
98.493,360,402,,
99.0,336,390,,
99.504,329,386,,
100.006,353,398,,
100.512,360,402,,
101.012,364,404,,
Set 0,16h43m49s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,9.706,,,
2,0.0,,,
3,53.859,,,
4,53.859,,,
