Calibration,1,1h26m7s," "," "
"Time, s",Light,Threshold,,
0.509,546,552,,
1.012,558,558,,
1.516,684,621,,
2.02,626,592,,
2.525,184,371,,
3.029,90,324,,
3.533,92,325,,
4.038,100,329,,
4.541,102,330,,
5.044,114,336,,
5.549,106,332,,
6.053,100,329,,
Set 0,1h26m16s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,2.451,,,
2,2.451,,,
