Calibration,1,21h58m2s," "," "
"Time, s",Light,Threshold,,
0.503,750,750,,
1.005,768,759,,
1.508,773,761,,
2.013,773,761,,
2.517,536,643,,
3.019,124,437,,
3.52,230,490,,
4.022,205,477,,
4.523,214,482,,
5.024,213,481,,
5.528,212,481,,
Set 0,21h58m10s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,1.555,,,
2,1.555,,,
3,2.535,,,
4,2.535,,,
