Calibration,1,18h37m58s," "," "
"Time, s",Light,Threshold,,
0.503,69,68,,
1.008,87,77,,
1.512,271,169,,
2.013,414,241,,
2.521,433,250,,
3.037,430,249,,
3.538,429,248,,
4.038,428,248,,
4.553,420,244,,
5.054,418,243,,
5.554,415,241,,
6.058,431,249,,
6.559,432,250,,
7.074,421,244,,
7.578,397,232,,
8.079,395,231,,
