Calibration,1,1h8m51s," "," "
"Time, s",Light,Threshold,,
0.51,188,184,,
1.015,212,196,,
1.517,86,133,,
2.02,72,126,,
2.523,74,127,,
3.027,72,126,,
3.53,76,128,,
4.035,68,124,,
4.537,74,127,,
5.041,70,125,,
Set 0,1h9m0s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,2.381,,,
2,3.27,,,
3,3.27,,,
4,0.834,,,
5,0.834,,,
6,1.452,,,
7,1.188,,,
8,1.188,,,
