Calibration,1,22h0m30s," "," "
"Time, s",Light,Threshold,,
0.506,755,755,,
1.01,765,760,,
1.515,758,756,,
2.02,307,531,,
2.523,311,533,,
3.026,314,534,,
3.529,325,540,,
4.032,324,539,,
4.533,322,538,,
Set 0,22h0m37s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,1.636,,,
2,1.636,,,
3,3.285,,,
4,3.285,,,
