Calibration,1,16h29m18s," "," "
"Time, s",Light,Threshold,,
0.358,319,134,,
0.869,320,135,,
1.383,496,223,,
1.885,520,235,,
2.403,354,152,,
2.906,333,141,,
3.422,236,93,,
3.937,201,75,,
4.453,210,80,,
4.953,216,83,,
5.468,227,88,,
5.972,227,88,,
6.486,228,89,,
6.986,229,89,,
7.49,227,88,,
8.009,229,89,,
8.527,224,87,,
9.032,219,84,,
9.532,220,85,,
10.033,226,88,,
10.539,195,72,,
11.042,294,122,,
11.542,317,133,,
12.043,316,133,,
12.555,312,131,,
13.07,312,131,,
13.571,311,130,,
14.071,308,129,,
14.572,296,123,,
15.074,279,114,,
15.579,270,110,,
16.079,273,111,,
16.579,277,113,,
17.08,279,114,,
17.585,285,117,,
18.085,288,119,,
18.6,282,116,,
19.102,274,112,,
19.602,491,220,,
20.103,501,225,,
20.618,504,227,,
21.137,503,226,,
21.642,345,147,,
22.161,357,153,,
22.68,378,164,,
23.18,458,204,,
23.696,449,199,,
24.199,462,206,,
24.7,496,223,,
25.202,499,224,,
25.717,508,229,,
26.218,509,229,,
26.724,508,229,,
27.225,501,225,,
27.725,500,225,,
28.225,497,223,,
28.731,485,217,,
29.232,477,213,,
29.747,611,280,,
30.248,491,220,,
30.751,467,208,,
31.263,493,221,,
31.763,492,221,,
32.264,506,228,,
32.765,509,229,,
33.265,522,236,,
33.766,524,237,,
34.266,524,237,,
34.77,526,238,,
35.271,529,239,,
35.772,506,228,,
36.272,524,237,,
36.793,483,216,,
37.294,515,232,,
37.81,503,226,,
38.311,523,236,,
38.811,521,235,,
39.312,523,236,,
39.812,524,237,,
40.314,525,237,,
40.815,529,239,,
41.33,525,237,,
41.846,522,236,,
42.346,519,234,,
42.861,403,176,,
43.377,355,152,,
43.896,351,150,,
44.414,361,155,,
44.93,490,220,,
45.43,481,215,,
45.946,476,213,,
46.461,374,162,,
46.961,354,152,,
47.477,320,135,,
47.996,304,127,,
48.514,296,123,,
49.017,459,204,,
49.533,469,209,,
50.048,471,210,,
50.552,464,207,,
51.054,450,200,,
51.565,443,196,,
52.067,457,203,,
52.572,458,204,,
53.072,458,204,,
53.575,451,200,,
54.075,452,201,,
54.576,450,200,,
55.077,449,199,,
55.581,434,192,,
56.096,428,189,,
56.611,417,183,,
57.111,400,175,,
57.611,427,188,,
58.112,376,163,,
58.627,345,147,,
59.146,337,143,,
59.664,335,142,,
60.167,353,151,,
60.671,370,160,,
61.172,372,161,,
61.673,387,168,,
62.179,386,168,,
62.681,386,168,,
63.181,385,167,,
63.682,383,166,,
64.183,370,160,,
64.699,365,157,,
65.199,376,163,,
65.7,383,166,,
66.204,381,165,,
66.704,381,165,,
67.206,384,167,,
67.71,381,165,,
68.213,383,166,,
68.717,384,167,,
69.22,385,167,,
69.722,386,168,,
70.223,386,168,,
70.724,387,168,,
71.224,388,169,,
71.725,388,169,,
72.228,387,168,,
72.731,386,168,,
73.237,389,169,,
73.741,386,168,,
74.256,386,168,,
74.771,388,169,,
75.286,390,170,,
75.805,389,169,,
76.324,381,165,,
76.827,385,167,,
77.327,388,169,,
77.827,387,168,,
78.343,384,167,,
78.858,336,143,,
79.373,281,115,,
79.889,282,116,,
80.408,283,116,,
80.926,271,110,,
81.427,249,99,,
81.942,247,98,,
82.458,245,97,,
