Calibration,1,18h3m26s," "," "
88.085,426,188,,
88.585,426,188,,
89.085,426,188,,
89.585,425,187,,
90.086,426,188,,
90.587,425,187,,
91.088,425,187,,
91.603,425,187,,
92.119,425,187,,
92.622,425,187,,
93.126,425,187,,
93.632,424,187,,
94.138,424,187,,
94.641,424,187,,
95.142,424,187,,
95.644,424,187,,
96.145,424,187,,
96.647,424,187,,
97.148,423,186,,
97.65,424,187,,
98.152,424,187,,
98.653,423,186,,
99.155,423,186,,
99.656,423,186,,
100.157,422,186,,
100.659,423,186,,
101.161,422,186,,
101.662,422,186,,
102.163,422,186,,
102.679,422,186,,
103.18,422,186,,
103.682,422,186,,
104.182,420,185,,
104.682,418,184,,
105.2,417,183,,
105.721,417,183,,
106.237,417,183,,
106.752,417,183,,
107.268,416,183,,
107.783,416,183,,
108.302,416,183,,
108.806,416,183,,
109.313,416,183,,
109.818,416,183,,
110.322,416,183,,
110.843,416,183,,
111.344,416,183,,
111.846,415,182,,
112.348,416,183,,
112.849,416,183,,
113.351,416,183,,
113.852,417,183,,
114.353,419,184,,
114.855,419,184,,
115.356,420,185,,
115.858,419,184,,
116.36,420,185,,
116.862,420,185,,
117.363,420,185,,
117.864,420,185,,
118.366,420,185,,
118.867,420,185,,
119.367,420,185,,
119.867,420,185,,
120.368,420,185,,
120.869,420,185,,
121.369,419,184,,
121.872,420,185,,
122.387,420,185,,
122.888,419,184,,
123.403,419,184,,
123.919,419,184,,
124.422,419,184,,
124.925,419,184,,
125.429,419,184,,
125.936,419,184,,
126.437,419,184,,
126.938,419,184,,
127.44,419,184,,
127.941,419,184,,
128.443,419,184,,
128.944,418,184,,
129.446,418,184,,
129.947,418,184,,
130.449,418,184,,
130.95,418,184,,
131.452,418,184,,
131.953,418,184,,
132.455,419,184,,
132.957,419,184,,
133.458,419,184,,
133.96,419,184,,
134.461,418,184,,
134.962,419,184,,
135.463,419,184,,
135.963,419,184,,
136.464,415,182,,
136.964,414,182,,
137.464,414,182,,
137.965,414,182,,
138.467,413,181,,
138.982,414,182,,
139.501,414,182,,
140.02,414,182,,
140.52,414,182,,
141.021,414,182,,
141.536,414,182,,
142.036,414,182,,
142.536,414,182,,
143.052,414,182,,
143.552,414,182,,
144.053,414,182,,
144.568,413,181,,
145.068,414,182,,
145.575,414,182,,
146.077,413,181,,
146.581,413,181,,
147.089,413,181,,
147.592,413,181,,
148.098,413,181,,
148.6,413,181,,
149.105,413,181,,
149.607,413,181,,
150.108,413,181,,
150.61,414,182,,
151.111,413,181,,
151.612,414,182,,
152.113,414,182,,
152.613,414,182,,
153.113,414,182,,
153.617,413,181,,
154.12,413,181,,
154.622,413,181,,
155.123,412,181,,
155.625,412,181,,
156.126,413,181,,
156.628,413,181,,
157.129,413,181,,
157.631,413,181,,
158.132,413,181,,
158.634,413,181,,
159.136,412,181,,
Set 0,18h6m19s,"Conc. KIO3, M","Conc. NAHSO4, M"," "
Trial,"Time, s",,,
1,0.0,,,
2,0.0,,,
3,4.005,,,
