Calibration,1,18h3m26s," "," "
"Time, s",Light,Threshold,,
0.507,618,284,,
1.011,-50,-50,,
1.513,-50,-50,,
2.014,617,283,,
2.516,617,283,,
3.017,619,284,,
3.518,619,284,,
4.019,618,284,,
4.519,621,285,,
5.035,619,284,,
5.55,597,273,,
6.054,596,273,,
6.56,596,273,,
7.061,597,273,,
7.563,597,273,,
8.064,598,274,,
8.566,598,274,,
9.067,598,274,,
9.568,598,274,,
10.07,598,274,,
10.572,598,274,,
11.073,598,274,,
11.574,598,274,,
12.076,598,274,,
12.577,598,274,,
13.079,598,274,,
13.581,598,274,,
14.082,598,274,,
14.584,598,274,,
15.085,598,274,,
15.587,598,274,,
16.089,598,274,,
16.59,598,274,,
17.091,598,274,,
17.593,596,273,,
18.094,592,271,,
18.595,-50,-50,,
19.097,-50,-50,,
19.597,591,270,,
20.1,592,271,,
20.6,596,273,,
21.116,597,273,,
21.616,597,273,,
22.119,597,273,,
22.622,597,273,,
23.125,597,273,,
23.626,597,273,,
24.128,597,273,,
24.63,597,273,,
25.131,597,273,,
25.633,597,273,,
26.134,597,273,,
26.635,597,273,,
27.137,597,273,,
27.639,597,273,,
28.139,597,273,,
28.646,599,274,,
29.151,601,275,,
29.655,602,276,,
30.167,600,275,,
30.667,601,275,,
31.183,601,275,,
31.683,601,275,,
32.184,601,275,,
32.703,601,275,,
33.222,601,275,,
33.737,601,275,,
34.242,601,275,,
34.746,601,275,,
35.247,601,275,,
35.749,601,275,,
36.25,601,275,,
36.751,601,275,,
37.253,601,275,,
37.755,601,275,,
38.256,601,275,,
38.757,601,275,,
39.259,601,275,,
39.761,601,275,,
40.262,601,275,,
40.764,601,275,,
41.265,601,275,,
41.767,599,274,,
42.268,597,273,,
42.77,597,273,,
43.271,597,273,,
43.773,597,273,,
44.274,597,273,,
44.776,598,274,,
45.277,597,273,,
45.779,597,273,,
46.281,597,273,,
46.782,598,274,,
47.282,597,273,,
47.785,597,273,,
48.3,597,273,,
48.8,598,274,,
49.302,597,273,,
49.806,597,273,,
50.308,597,273,,
50.81,597,273,,
51.31,597,273,,
51.813,597,273,,
52.314,597,273,,
52.816,597,273,,
53.317,597,273,,
53.818,597,273,,
54.32,597,273,,
54.821,597,273,,
55.323,597,273,,
55.825,598,274,,
56.326,597,273,,
56.828,597,273,,
57.329,597,273,,
57.831,597,273,,
58.332,597,273,,
58.834,597,273,,
59.336,597,273,,
59.837,597,273,,
60.338,597,273,,
60.84,597,273,,
61.341,597,273,,
61.843,597,273,,
62.345,597,273,,
62.846,597,273,,
63.347,597,273,,
63.847,597,273,,
64.348,597,273,,
64.863,596,273,,
65.379,596,273,,
65.879,595,272,,
66.379,592,271,,
66.879,587,268,,
67.38,544,247,,
67.883,475,212,,
68.402,448,199,,
68.921,438,194,,
69.437,438,194,,
69.952,438,194,,
70.468,437,193,,
70.968,437,193,,
71.483,437,193,,
71.987,436,193,,
72.489,436,193,,
72.991,435,192,,
73.492,435,192,,
73.994,434,192,,
74.497,433,191,,
75.016,433,191,,
75.536,432,191,,
76.038,432,191,,
76.54,432,191,,
77.041,431,190,,
77.543,431,190,,
78.043,431,190,,
78.545,431,190,,
79.047,431,190,,
79.549,430,190,,
80.05,430,190,,
80.552,429,189,,
81.053,430,190,,
81.555,429,189,,
82.056,429,189,,
82.557,429,189,,
83.06,428,189,,
83.561,429,189,,
84.062,429,189,,
84.564,428,189,,
85.064,428,189,,
85.566,428,189,,
86.066,428,189,,
86.569,427,188,,
87.069,427,188,,
87.585,427,188,,
