Calibration,1,17h55m12s," "," ",Calibration,2,17h57m0s," "," "
,,,,,36.258,598,274,,
,,,,,36.76,597,273,,
,,,,,37.261,597,273,,
,,,,,37.763,598,274,,
,,,,,38.265,597,273,,
,,,,,38.766,597,273,,
,,,,,39.268,597,273,,
,,,,,39.769,597,273,,
,,,,,40.27,597,273,,
,,,,,40.772,596,273,,
,,,,,41.274,597,273,,
,,,,,41.775,598,274,,
,,,,,42.276,598,274,,
,,,,,42.778,599,274,,
,,,,,43.28,600,275,,
,,,,,43.791,599,274,,
,,,,,44.292,599,274,,
,,,,,44.797,599,274,,
,,,,,45.301,599,274,,
,,,,,45.805,599,274,,
,,,,,46.31,599,274,,
,,,,,46.823,599,274,,
,,,,,47.325,599,274,,
,,,,,47.826,599,274,,
,,,,,48.328,599,274,,
,,,,,48.83,599,274,,
,,,,,49.331,599,274,,
,,,,,49.833,599,274,,
,,,,,50.334,599,274,,
,,,,,50.836,599,274,,
,,,,,51.337,599,274,,
,,,,,51.839,599,274,,
,,,,,52.34,599,274,,
,,,,,52.859,599,274,,
,,,,,53.377,599,274,,
,,,,,53.877,599,274,,
,,,,,54.393,599,274,,
,,,,,54.893,599,274,,
,,,,,55.409,599,274,,
,,,,,55.912,599,274,,
,,,,,56.413,599,274,,
,,,,,56.929,599,274,,
,,,,,57.444,599,274,,
,,,,,57.948,598,274,,
,,,,,58.454,597,273,,
,,,,,58.957,597,273,,
,,,,,59.462,597,273,,
,,,,,59.963,597,273,,
,,,,,60.465,597,273,,
,,,,,60.966,597,273,,
,,,,,61.468,597,273,,
,,,,,61.969,597,273,,
,,,,,62.471,596,273,,
,,,,,62.972,596,273,,
,,,,,63.474,591,270,,
,,,,,63.976,579,264,,
,,,,,64.477,551,250,,
,,,,,64.979,440,195,,
,,,,,65.48,436,193,,
,,,,,65.982,434,192,,
,,,,,66.483,434,192,,
,,,,,66.984,433,191,,
,,,,,67.486,433,191,,
,,,,,67.987,432,191,,
,,,,,68.489,432,191,,
,,,,,68.99,432,191,,
,,,,,69.49,431,190,,
,,,,,69.991,431,190,,
,,,,,70.492,431,190,,
,,,,,70.992,430,190,,
,,,,,71.492,431,190,,
,,,,,71.997,434,192,,
,,,,,72.5,434,192,,
,,,,,73.006,435,192,,
,,,,,73.509,435,192,,
,,,,,74.018,434,192,,
,,,,,74.522,434,192,,
,,,,,75.025,434,192,,
,,,,,75.527,434,192,,
,,,,,76.028,434,192,,
,,,,,76.53,434,192,,
,,,,,77.031,433,191,,
,,,,,77.533,434,192,,
,,,,,78.034,433,191,,
,,,,,78.536,433,191,,
,,,,,79.038,433,191,,
,,,,,79.539,432,191,,
,,,,,80.04,432,191,,
,,,,,80.541,432,191,,
,,,,,81.041,432,191,,
,,,,,81.545,432,191,,
,,,,,82.064,432,191,,
,,,,,82.583,432,191,,
,,,,,83.098,432,191,,
,,,,,83.605,431,190,,
,,,,,84.106,432,191,,
,,,,,84.607,431,190,,
,,,,,85.109,431,190,,
,,,,,85.611,431,190,,
,,,,,86.112,430,190,,
,,,,,86.614,430,190,,
,,,,,87.115,430,190,,
,,,,,87.617,430,190,,
,,,,,88.118,430,190,,
,,,,,88.62,430,190,,
,,,,,89.121,430,190,,
,,,,,89.623,430,190,,
,,,,,90.124,430,190,,
,,,,,90.626,430,190,,
,,,,,91.127,430,190,,
,,,,,91.629,430,190,,
,,,,,92.13,430,190,,
,,,,,92.632,430,190,,
,,,,,93.133,430,190,,
,,,,,93.635,429,189,,
,,,,,94.136,429,189,,
,,,,,94.638,429,189,,
,,,,,95.139,429,189,,
,,,,,95.641,429,189,,
,,,,,96.142,429,189,,
,,,,,96.643,429,189,,
,,,,,97.143,429,189,,
,,,,,97.643,429,189,,
,,,,,98.144,429,189,,
,,,,,98.644,429,189,,
,,,,,99.145,429,189,,
,,,,,99.66,429,189,,
,,,,,100.161,429,189,,
,,,,,100.676,428,189,,
,,,,,101.177,429,189,,
,,,,,101.677,428,189,,
,,,,,102.193,429,189,,
,,,,,102.693,428,189,,
,,,,,103.193,428,189,,
,,,,,103.693,429,189,,
,,,,,104.212,429,189,,
,,,,,104.73,428,189,,
,,,,,105.231,428,189,,
,,,,,105.735,428,189,,
,,,,,106.239,428,189,,
,,,,,106.742,428,189,,
,,,,,107.243,429,189,,
,,,,,107.745,428,189,,
,,,,,108.246,428,189,,
,,,,,108.748,428,189,,
,,,,,109.25,428,189,,
,,,,,109.75,428,189,,
,,,,,110.253,429,189,,
,,,,,110.754,428,189,,
,,,,,111.256,428,189,,
,,,,,111.757,429,189,,
,,,,,112.259,428,189,,
,,,,,112.76,428,189,,
,,,,,113.262,428,189,,
,,,,,113.767,428,189,,
,,,,,114.27,428,189,,
,,,,,114.779,428,189,,
,,,,,115.282,428,189,,
,,,,,115.802,428,189,,
,,,,,116.304,428,189,,
,,,,,116.805,428,189,,
,,,,,117.307,428,189,,
,,,,,117.809,428,189,,
,,,,,118.31,428,189,,
,,,,,118.812,428,189,,
,,,,,119.313,428,189,,
,,,,,119.815,428,189,,
,,,,,120.317,428,189,,
,,,,,120.818,428,189,,
,,,,,121.32,428,189,,
,,,,,121.821,428,189,,
,,,,,122.323,428,189,,
,,,,,122.824,428,189,,
,,,,,123.325,428,189,,
,,,,,123.827,428,189,,
,,,,,124.327,428,189,,
,,,,,124.827,428,189,,
,,,,,125.327,427,188,,
,,,,,125.827,427,188,,
,,,,,126.327,427,188,,
,,,,,126.828,428,189,,
,,,,,127.328,428,189,,
,,,,,127.828,427,188,,
,,,,,128.344,428,189,,
,,,,,128.844,428,189,,
,,,,,129.36,428,189,,
,,,,,129.861,427,188,,
,,,,,130.361,428,189,,
,,,,,130.877,427,188,,
,,,,,131.377,427,188,,
,,,,,131.881,427,188,,
,,,,,132.383,428,189,,
,,,,,132.884,428,189,,
,,,,,133.386,427,188,,
,,,,,133.888,427,188,,
,,,,,134.389,424,187,,
,,,,,134.891,424,187,,
,,,,,135.392,423,186,,
,,,,,135.893,423,186,,
,,,,,136.395,423,186,,
,,,,,136.897,423,186,,
,,,,,137.398,423,186,,
,,,,,137.9,423,186,,
,,,,,138.401,423,186,,
,,,,,138.903,423,186,,
,,,,,139.404,423,186,,
,,,,,139.906,424,187,,
,,,,,140.407,424,187,,
,,,,,140.909,423,186,,
,,,,,141.41,423,186,,
,,,,,141.912,423,186,,
,,,,,142.413,423,186,,
,,,,,142.914,423,186,,
,,,,,143.416,424,187,,
,,,,,143.917,423,186,,
,,,,,144.419,424,187,,
,,,,,144.921,423,186,,
,,,,,145.422,424,187,,
,,,,,145.923,423,186,,
,,,,,146.424,424,187,,
,,,,,146.925,424,187,,
,,,,,147.426,423,186,,
,,,,,147.927,423,186,,
,,,,,148.429,423,186,,
,,,,,148.944,423,186,,
,,,,,149.445,423,186,,
,,,,,149.951,423,186,,
,,,,,150.453,423,186,,
,,,,,150.954,423,186,,
,,,,,151.456,423,186,,
,,,,,151.958,423,186,,
,,,,,152.459,423,186,,
,,,,,152.961,423,186,,
,,,,,153.462,423,186,,
,,,,,153.964,423,186,,
,,,,,154.465,423,186,,
,,,,,154.966,423,186,,
,,,,,155.468,424,187,,
,,,,,155.969,424,187,,
,,,,,156.471,424,187,,
,,,,,156.973,423,186,,
,,,,,157.474,423,186,,
,,,,,157.976,423,186,,
,,,,,158.477,424,187,,
,,,,,158.979,425,187,,
,,,,,159.48,424,187,,
,,,,,159.982,424,187,,
,,,,,160.483,424,187,,
,,,,,160.985,425,187,,
,,,,,161.486,426,188,,
,,,,,161.987,427,188,,
,,,,,162.489,427,188,,
,,,,,162.99,427,188,,
,,,,,163.49,427,188,,
,,,,,163.99,427,188,,
,,,,,164.491,427,188,,
,,,,,165.01,427,188,,
,,,,,165.528,427,188,,
,,,,,166.029,427,188,,
,,,,,166.532,427,188,,
,,,,,167.039,427,188,,
,,,,,167.542,427,188,,
,,,,,168.044,427,188,,
,,,,,168.546,427,188,,
,,,,,169.047,427,188,,
,,,,,169.548,427,188,,
,,,,,170.05,427,188,,
,,,,,170.552,427,188,,
,,,,,171.053,427,188,,
,,,,,171.554,427,188,,
,,,,,172.056,427,188,,
,,,,,172.557,427,188,,
,,,,,173.059,427,188,,
,,,,,173.56,426,188,,
,,,,,174.062,423,186,,
,,,,,174.563,422,186,,
,,,,,175.065,422,186,,
,,,,,175.567,422,186,,
,,,,,176.068,422,186,,
,,,,,176.569,422,186,,
,,,,,177.071,422,186,,
,,,,,177.573,422,186,,
,,,,,178.074,422,186,,
,,,,,178.575,422,186,,
,,,,,179.077,423,186,,
,,,,,179.577,423,186,,
,,,,,180.078,425,187,,
,,,,,180.578,426,188,,
,,,,,181.078,427,188,,
,,,,,181.594,427,188,,
,,,,,182.097,427,188,,
,,,,,182.603,427,188,,
,,,,,183.105,427,188,,
,,,,,183.606,427,188,,
,,,,,184.108,427,188,,
,,,,,184.609,427,188,,
,,,,,185.111,428,189,,
,,,,,185.613,427,188,,
,,,,,186.114,427,188,,
,,,,,186.615,427,188,,
,,,,,187.117,428,189,,
,,,,,187.618,427,188,,
,,,,,188.12,427,188,,
,,,,,188.621,427,188,,
,,,,,189.123,427,188,,
,,,,,189.625,427,188,,
,,,,,190.126,427,188,,
,,,,,190.628,427,188,,
,,,,,191.128,427,188,,
,,,,,191.63,427,188,,
,,,,,192.132,427,188,,
,,,,,192.634,427,188,,
,,,,,193.138,427,188,,
,,,,,193.652,427,188,,
,,,,,194.154,427,188,,
,,,,,194.655,427,188,,
,,,,,195.157,427,188,,
,,,,,195.658,424,187,,
,,,,,196.158,423,186,,
,,,,,196.658,423,186,,
,,,,,197.174,423,186,,
,,,,,197.674,423,186,,
,,,,,198.175,423,186,,
,,,,,198.683,423,186,,
,,,,,199.185,423,186,,
,,,,,199.686,423,186,,
,,,,,200.187,423,186,,
,,,,,200.688,423,186,,
,,,,,201.19,423,186,,
