Calibration,1,15h59m14s," "," "
"Time, s",Light,Threshold,,
0.315,-50,207,,
0.819,460,462,,
1.329,469,466,,
1.829,469,466,,
2.329,470,467,,
2.832,469,466,,
3.334,469,466,,
3.838,469,466,,
4.344,469,466,,
4.85,470,467,,
5.358,469,466,,
5.864,469,466,,
6.367,469,466,,
6.869,469,466,,
7.375,467,465,,
